Index,pH,Iron,Nitrate,Chloride,Lead,Zinc,Color,Turbidity,Fluoride,Copper,Odor,Sulfate,Conductivity,Chlorine,Manganese,Total Dissolved Solids,Source,Water Temperature,Air Temperature,Month,Day,Time of Day,Target
2326471,5.948652598248183,9.673107139801588e-07,6.8839917884006105,205.2718376395524,4.1381079569170357e-137,1.612701945432598,Yellow,0.0116785777363757,1.5073138955876886,0.1849088033913933,1.569671323070461,104.94797225267676,620.2313325952713,4.264804057249376,7.206397638100723e-07,196.24429511076923,Well,6.529462757671536,59.66700429478308,November,5.0,13.0,1
2658688,6.134479243412346,0.0231342943526367,10.666266340109209,236.3072748454572,6.210177646817125e-36,2.324739458598078,Near Colorless,0.0009601651834517,0.5030743034321444,0.5172163457088006,,162.26842629288316,317.52130595154733,3.147935374387611,0.0009730627999851,248.6635336017617,River,18.28432296337117,65.24727926585769,May,9.0,5.0,1
2567169,6.525292529731869,0.0010063389409589,2.547518955878718,104.81978283045112,4.752694318050196e-147,3.048475120821471,Colorless,1.049751499028252,1.961422008301664,0.7534826446179724,2.098504601261092,167.29729591132028,630.0412271837038,2.8331868896600265,0.0093014172270595,452.780196277552,Aquifer,27.976752294302614,66.28619685182457,February,16.0,7.0,0
4969677,7.707437628538725,0.0216659697559272,5.06063789289099,174.2804943642893,7.608457982915003e-88,1.6350112318575745,Colorless,0.2160361513346671,1.8843967871043728,,1.1023524633124997,99.31655214700108,454.9948056180313,4.059765121566245,2.924940705043581e-11,184.85979086740207,Aquifer,12.18213275794464,42.32033974254239,February,28.0,22.0,0
673507,7.287772273348171,4.115000718351746e-12,6.116604051970017,680.3656881533892,3.301901425956853e-48,0.4949826629188799,Colorless,0.2530948911811083,0.0919426215669929,0.6770921646398429,3.266742108713943,,463.36414698912256,3.131688034920245,1.0588611303304256e-05,494.7413180487813,Aquifer,27.246095912556505,66.38187194576618,October,14.0,22.0,1
716895,8.502198742201815,0.3868659850684284,13.06047677666372,239.80427908868376,1.0068367166681477e-155,1.0613366080643192,Light Yellow,0.373437097232123,0.3836833809098802,0.140756463874228,0.984023205762964,127.55476474763344,437.84876323068033,3.943141270762797,6.9800354095006375e-09,453.2906755625499,Spring,16.13527583213034,21.89917561049147,January,20.0,22.0,1
146383,7.294368395316078,1.0988758035761346e-08,2.599781535938412,194.1294316310267,2.2806165388588586e-86,1.3633826516006546,Faint Yellow,0.080282294415303,0.0626125466474709,0.187827673827641,0.076216224942458,,433.7740722035605,3.1371735535366843,0.0010997258146178,206.4188660231303,Spring,9.563705399206556,58.73812759983907,June,20.0,1.0,0
5823601,6.593444457768314,0.0001638071390657,6.502962554630801,141.82716227886124,1.4652593618646695e-75,0.0059435111628047,Colorless,1.0047845250889818,1.2841821193554572,0.6308839277031907,3.8578700838869486,147.59644997843606,427.7758680341274,4.251852582109032,1.9408845362764227e-05,325.29708849365096,,24.80309096445797,68.60556524842508,August,21.0,11.0,0
361824,8.7108826694883,0.0119303857310746,10.475546392662118,123.14498988218013,5.302205947769634e-10,0.4631121361744644,Colorless,0.7405344482779872,0.2676924656186932,0.1206983896222823,3.2905657131816866,157.68508676843453,441.626156532087,2.8480581256613267,1.3826288524447274e-06,247.2066183422008,Aquifer,18.42962041683712,52.19654034004596,September,15.0,12.0,1
1978659,7.503120857029955,9.285807696400297e-06,6.603774474301292,108.22007720479826,3.2231531858369987e-158,0.0051938607122696,Light Yellow,0.1082576289188999,0.5092112242979833,0.7659685920586485,2.54772475139566,,975.7408702874708,3.4155315443727825,0.7137408700757781,200.1080413088512,Aquifer,23.97416662549069,84.26799016017978,October,15.0,11.0,0
2437061,7.0380737574249,0.0003190489781771,5.645043168697628,138.49173051166517,3.6167124157814496e-42,3.2027992488087693,Colorless,0.3527000456535473,1.5339338415067512,0.1639341045163457,1.7750118154621273,155.29261984569368,436.5930692004541,4.069201945478082,0.0250181324495401,376.0828159216666,River,26.68165664106684,49.45311830380244,July,7.0,3.0,0
